Order_ID,Date,City,Store,Product,Category,Quantity,Unit_Price,Sales,Payment_Mode
CCD1128,2025-11-03,Bengaluru,CCD Beach Road,Fries,Food,4,165,660,Wallet
CCD1129,2025-05-01,Hyderabad,CCD Beach Road,Tea,Beverage,4,126,504,UPI
CCD1130,2025-04-07,Bengaluru,CCD MG Road,Brownie,Dessert,1,155,155,Cash
CCD1131,2025-09-25,Mumbai,CCD MG Road,Latte,Coffee,1,206,206,Wallet
CCD1132,2025-08-12,Visakhapatnam,CCD IT Park,Cold Coffee,Beverage,1,238,238,Cash
CCD1133,2025-07-28,Hyderabad,CCD MG Road,Espresso,Coffee,1,155,155,Cash
CCD1134,2025-05-17,Hyderabad,CCD MG Road,Sandwich,Food,4,257,1028,UPI
CCD1135,2025-06-29,Chennai,CCD Airport,Brownie,Dessert,5,156,780,UPI
CCD1136,2025-08-31,Hyderabad,CCD Beach Road,Tea,Beverage,4,134,536,Card
CCD1137,2025-10-09,Chennai,CCD Mall,Latte,Coffee,4,198,792,UPI
CCD1138,2025-12-16,Mumbai,CCD Mall,Sandwich,Food,3,254,762,Card
CCD1139,2025-01-02,Hyderabad,CCD IT Park,Muffin,Dessert,5,144,720,Cash
CCD1140,2025-03-12,Hyderabad,CCD MG Road,Fries,Food,2,172,344,Cash
CCD1141,2025-07-09,Bengaluru,CCD Beach Road,Latte,Coffee,2,191,382,Wallet
CCD1142,2025-07-06,Chennai,CCD Mall,Brownie,Dessert,1,155,155,UPI
CCD1143,2025-11-30,Mumbai,CCD Airport,Cappuccino,Coffee,5,174,870,Wallet
CCD1144,2025-09-13,Mumbai,CCD MG Road,Espresso,Coffee,3,163,489,Wallet
CCD1145,2025-10-06,Pune,CCD IT Park,Mocha,Coffee,2,191,382,UPI
CCD1146,2025-08-19,Mumbai,CCD MG Road,Cold Coffee,Beverage,5,220,1100,Card
CCD1147,2025-05-25,Visakhapatnam,CCD Mall,Cappuccino,Coffee,5,161,805,Card
CCD1148,2025-09-21,Delhi,CCD IT Park,Sandwich,Food,4,245,980,Card
CCD1149,2025-11-18,Chennai,CCD Beach Road,Fries,Food,3,160,480,UPI
CCD1150,2025-06-22,Chennai,CCD Beach Road,Muffin,Dessert,2,132,264,Card
CCD1151,2025-10-07,Bengaluru,CCD MG Road,Cold Coffee,Beverage,2,202,404,Card
CCD1152,2025-10-27,Visakhapatnam,CCD Beach Road,Latte,Coffee,3,212,636,Wallet
CCD1153,2025-01-03,Chennai,CCD Beach Road,Mocha,Coffee,4,220,880,Cash
CCD1154,2025-02-03,Mumbai,CCD Airport,Muffin,Dessert,2,130,260,Cash
CCD1155,2025-07-07,Pune,CCD IT Park,Mocha,Coffee,1,229,229,Wallet
CCD1156,2025-06-03,Bengaluru,CCD Airport,Espresso,Coffee,3,152,456,Card
CCD1157,2025-06-18,Mumbai,CCD Beach Road,Fries,Food,1,176,176,Cash
CCD1158,2025-12-23,Chennai,CCD Airport,Cold Coffee,Beverage,1,209,209,Card
CCD1159,2025-09-28,Mumbai,CCD MG Road,Sandwich,Food,3,244,732,Cash
CCD1160,2025-08-13,Visakhapatnam,CCD MG Road,Cappuccino,Coffee,4,174,696,Card
CCD1161,2025-06-30,Delhi,CCD Mall,Tea,Beverage,5,125,625,Card
CCD1162,2025-09-20,Hyderabad,CCD Mall,Mocha,Coffee,1,211,211,Cash
CCD1163,2025-03-13,Pune,CCD Mall,Sandwich,Food,2,270,540,Card
CCD1164,2025-08-26,Chennai,CCD Airport,Fries,Food,4,176,704,Cash
CCD1165,2025-03-21,Chennai,CCD Mall,Cappuccino,Coffee,3,165,495,Cash
CCD1166,2025-04-30,Visakhapatnam,CCD MG Road,Fries,Food,5,190,950,UPI
CCD1167,2025-01-13,Bengaluru,CCD Mall,Brownie,Dessert,1,154,154,Cash
CCD1168,2025-03-16,Chennai,CCD Mall,Sandwich,Food,4,241,964,UPI
CCD1169,2025-04-11,Hyderabad,CCD MG Road,Cappuccino,Coffee,4,199,796,Card
CCD1170,2025-06-08,Mumbai,CCD MG Road,Mocha,Coffee,3,221,663,Cash
CCD1171,2025-02-08,Bengaluru,CCD Mall,Cappuccino,Coffee,2,169,338,Wallet
CCD1172,2025-08-26,Visakhapatnam,CCD Airport,Sandwich,Food,2,265,530,UPI
CCD1173,2025-06-01,Pune,CCD Mall,Latte,Coffee,1,186,186,Cash
CCD1174,2025-04-10,Mumbai,CCD Mall,Cold Coffee,Beverage,3,221,663,Cash
CCD1175,2025-02-23,Pune,CCD IT Park,Fries,Food,3,158,474,Wallet
CCD1176,2025-07-05,Visakhapatnam,CCD Airport,Latte,Coffee,5,203,1015,Card
CCD1177,2025-10-31,Visakhapatnam,CCD Airport,Sandwich,Food,3,243,729,Wallet
CCD1178,2025-01-06,Visakhapatnam,CCD Beach Road,Latte,Coffee,3,195,585,Card
CCD1179,2025-10-05,Pune,CCD Beach Road,Cappuccino,Coffee,1,176,176,Wallet
CCD1180,2025-01-22,Delhi,CCD Beach Road,Sandwich,Food,4,256,1024,UPI
CCD1181,2025-02-07,Bengaluru,CCD MG Road,Brownie,Dessert,4,178,712,Card
CCD1182,2025-01-10,Chennai,CCD IT Park,Brownie,Dessert,3,149,447,Card
CCD1183,2025-04-22,Hyderabad,CCD IT Park,Cold Coffee,Beverage,3,231,693,Card
CCD1184,2025-06-09,Pune,CCD IT Park,Brownie,Dessert,1,180,180,Wallet
CCD1185,2025-02-28,Delhi,CCD Mall,Tea,Beverage,3,138,414,UPI
CCD1186,2025-02-05,Bengaluru,CCD Beach Road,Mocha,Coffee,1,194,194,Wallet
CCD1187,2025-10-24,Pune,CCD Mall,Espresso,Coffee,5,143,715,Wallet
CCD1188,2025-05-14,Mumbai,CCD Airport,Sandwich,Food,5,237,1185,Card
CCD1189,2025-03-22,Pune,CCD Beach Road,Cold Coffee,Beverage,4,235,940,Card
CCD1190,2025-08-25,Pune,CCD Airport,Muffin,Dessert,5,157,785,Cash
CCD1191,2025-03-09,Bengaluru,CCD Beach Road,Muffin,Dessert,3,147,441,Wallet
CCD1192,2025-03-02,Mumbai,CCD MG Road,Mocha,Coffee,3,211,633,Card
CCD1193,2025-02-15,Bengaluru,CCD Mall,Brownie,Dessert,4,157,628,Wallet
CCD1194,2025-01-15,Pune,CCD Beach Road,Latte,Coffee,3,211,633,Card
CCD1195,2025-11-26,Mumbai,CCD Beach Road,Muffin,Dessert,3,120,360,Card
CCD1196,2025-03-29,Hyderabad,CCD MG Road,Fries,Food,2,156,312,Wallet
CCD1197,2025-09-11,Hyderabad,CCD MG Road,Muffin,Dessert,4,121,484,Wallet
CCD1198,2025-12-22,Pune,CCD IT Park,Muffin,Dessert,4,142,568,Wallet
CCD1199,2025-12-20,Bengaluru,CCD Airport,Brownie,Dessert,2,165,330,Wallet
CCD1200,2025-03-02,Delhi,CCD Airport,Muffin,Dessert,2,149,298,Cash
CCD1201,2025-11-23,Hyderabad,CCD MG Road,Mocha,Coffee,3,224,672,UPI
CCD1202,2025-06-16,Hyderabad,CCD Beach Road,Cappuccino,Coffee,4,189,756,Cash
CCD1203,2025-01-09,Hyderabad,CCD IT Park,Cappuccino,Coffee,3,166,498,Wallet
CCD1204,2025-02-06,Delhi,CCD Mall,Sandwich,Food,2,248,496,Card
CCD1205,2025-01-17,Hyderabad,CCD Airport,Brownie,Dessert,1,166,166,Card
CCD1206,2025-05-01,Chennai,CCD IT Park,Muffin,Dessert,1,146,146,Wallet
CCD1207,2025-11-17,Pune,CCD MG Road,Cappuccino,Coffee,2,188,376,Wallet
CCD1208,2025-10-29,Chennai,CCD Mall,Mocha,Coffee,5,221,1105,Card
CCD1209,2025-10-01,Hyderabad,CCD IT Park,Mocha,Coffee,5,193,965,UPI
CCD1210,2025-10-29,Pune,CCD MG Road,Tea,Beverage,2,125,250,Cash
CCD1211,2025-02-05,Visakhapatnam,CCD Airport,Fries,Food,5,163,815,Wallet
CCD1212,2025-05-17,Bengaluru,CCD Beach Road,Brownie,Dessert,1,146,146,Card
CCD1213,2025-06-16,Bengaluru,CCD Airport,Mocha,Coffee,3,193,579,Card
CCD1214,2025-06-07,Delhi,CCD IT Park,Fries,Food,4,163,652,UPI
CCD1215,2025-02-14,Pune,CCD Beach Road,Sandwich,Food,5,231,1155,Card
CCD1216,2025-05-30,Delhi,CCD Beach Road,Cold Coffee,Beverage,2,238,476,UPI
CCD1217,2025-08-04,Delhi,CCD IT Park,Muffin,Dessert,3,126,378,Wallet
CCD1218,2025-09-29,Chennai,CCD Mall,Tea,Beverage,2,119,238,Card
CCD1219,2025-11-05,Pune,CCD IT Park,Mocha,Coffee,1,191,191,Wallet
CCD1220,2025-08-04,Mumbai,CCD IT Park,Muffin,Dessert,3,147,441,Cash
CCD1221,2025-05-28,Visakhapatnam,CCD Mall,Fries,Food,4,178,712,Wallet
CCD1222,2025-08-17,Mumbai,CCD Mall,Sandwich,Food,3,255,765,UPI
CCD1223,2025-06-29,Hyderabad,CCD MG Road,Cold Coffee,Beverage,3,231,693,UPI
CCD1224,2025-05-12,Mumbai,CCD Beach Road,Fries,Food,4,150,600,Wallet
CCD1225,2025-07-01,Hyderabad,CCD MG Road,Brownie,Dessert,2,154,308,Cash
CCD1226,2025-02-04,Hyderabad,CCD Mall,Brownie,Dessert,2,144,288,Wallet
CCD1227,2025-03-23,Visakhapatnam,CCD Beach Road,Espresso,Coffee,4,131,524,Wallet
CCD1228,2025-10-30,Delhi,CCD Mall,Latte,Coffee,2,191,382,UPI
CCD1229,2025-01-11,Visakhapatnam,CCD MG Road,Cappuccino,Coffee,5,200,1000,UPI
CCD1230,2025-06-17,Mumbai,CCD Airport,Espresso,Coffee,4,158,632,UPI
CCD1231,2025-03-31,Pune,CCD IT Park,Fries,Food,3,188,564,Card
CCD1232,2025-08-11,Bengaluru,CCD Beach Road,Tea,Beverage,5,107,535,Wallet
CCD1233,2025-07-04,Delhi,CCD Mall,Fries,Food,2,151,302,UPI
CCD1234,2025-03-29,Hyderabad,CCD Airport,Brownie,Dessert,1,176,176,Cash
CCD1235,2025-10-20,Pune,CCD Beach Road,Tea,Beverage,2,107,214,Cash
CCD1236,2025-10-26,Chennai,CCD Airport,Latte,Coffee,5,215,1075,UPI
CCD1237,2025-12-26,Mumbai,CCD MG Road,Cold Coffee,Beverage,1,209,209,Card
CCD1238,2025-10-13,Pune,CCD Beach Road,Espresso,Coffee,3,158,474,UPI
CCD1239,2025-09-26,Pune,CCD Beach Road,Mocha,Coffee,5,222,1110,UPI
CCD1240,2025-05-20,Visakhapatnam,CCD MG Road,Latte,Coffee,5,215,1075,Cash
CCD1241,2025-01-19,Hyderabad,CCD Mall,Sandwich,Food,3,237,711,Cash
CCD1242,2025-11-10,Hyderabad,CCD Mall,Muffin,Dessert,4,122,488,Cash
CCD1243,2025-10-02,Mumbai,CCD Mall,Fries,Food,2,169,338,Cash
CCD1244,2025-06-06,Visakhapatnam,CCD MG Road,Cold Coffee,Beverage,1,216,216,UPI
CCD1245,2025-12-05,Visakhapatnam,CCD IT Park,Cold Coffee,Beverage,5,218,1090,Cash
CCD1246,2025-07-22,Delhi,CCD Airport,Brownie,Dessert,5,148,740,Cash
CCD1247,2025-12-26,Mumbai,CCD IT Park,Brownie,Dessert,2,145,290,Cash
CCD1248,2025-12-31,Hyderabad,CCD IT Park,Cold Coffee,Beverage,1,204,204,Wallet
CCD1249,2025-09-03,Mumbai,CCD Airport,Latte,Coffee,1,216,216,UPI
CCD1250,2025-12-15,Mumbai,CCD Beach Road,Muffin,Dessert,4,143,572,UPI
CCD1251,2025-03-24,Chennai,CCD Airport,Fries,Food,5,189,945,Cash
CCD1252,2025-04-07,Mumbai,CCD Beach Road,Cappuccino,Coffee,4,180,720,UPI
CCD1253,2025-07-09,Visakhapatnam,CCD Beach Road,Espresso,Coffee,2,136,272,Wallet
CCD1254,2025-03-10,Hyderabad,CCD Mall,Latte,Coffee,3,215,645,Wallet
CCD1255,2025-06-30,Visakhapatnam,CCD MG Road,Tea,Beverage,3,138,414,Cash
CCD1256,2025-10-13,Chennai,CCD Mall,Cappuccino,Coffee,1,179,179,Wallet
CCD1257,2025-10-17,Pune,CCD Beach Road,Sandwich,Food,2,235,470,Cash
CCD1258,2025-10-30,Delhi,CCD Beach Road,Cold Coffee,Beverage,3,225,675,Cash
CCD1259,2025-01-15,Hyderabad,CCD Airport,Cold Coffee,Beverage,1,238,238,UPI
CCD1260,2025-09-20,Chennai,CCD Beach Road,Tea,Beverage,2,132,264,Card
CCD1261,2025-03-01,Visakhapatnam,CCD Airport,Espresso,Coffee,2,167,334,Cash
CCD1262,2025-04-25,Visakhapatnam,CCD MG Road,Cold Coffee,Beverage,5,205,1025,Cash
CCD1263,2025-01-11,Visakhapatnam,CCD MG Road,Tea,Beverage,3,121,363,UPI
CCD1264,2025-05-04,Chennai,CCD IT Park,Brownie,Dessert,2,172,344,Card
CCD1265,2025-10-28,Visakhapatnam,CCD Mall,Cold Coffee,Beverage,2,218,436,Wallet
CCD1266,2025-07-11,Hyderabad,CCD Beach Road,Espresso,Coffee,1,133,133,Cash
CCD1267,2025-02-09,Bengaluru,CCD Mall,Cold Coffee,Beverage,3,211,633,UPI
CCD1268,2025-03-03,Bengaluru,CCD IT Park,Brownie,Dessert,5,170,850,Card
CCD1269,2025-12-31,Delhi,CCD IT Park,Cappuccino,Coffee,3,194,582,UPI
CCD1270,2025-03-29,Mumbai,CCD MG Road,Mocha,Coffee,3,229,687,Wallet
CCD1271,2025-12-12,Mumbai,CCD Beach Road,Espresso,Coffee,5,153,765,Cash
CCD1272,2025-06-01,Hyderabad,CCD Mall,Muffin,Dessert,4,142,568,UPI
CCD1273,2025-04-24,Pune,CCD Mall,Espresso,Coffee,5,153,765,Cash
CCD1274,2025-11-20,Bengaluru,CCD Mall,Cold Coffee,Beverage,1,218,218,Wallet
CCD1275,2025-05-04,Chennai,CCD MG Road,Tea,Beverage,5,104,520,UPI
CCD1276,2025-12-27,Bengaluru,CCD MG Road,Espresso,Coffee,3,133,399,Cash
CCD1277,2025-05-15,Hyderabad,CCD MG Road,Cold Coffee,Beverage,5,221,1105,UPI
CCD1278,2025-02-13,Chennai,CCD Airport,Cappuccino,Coffee,5,188,940,Wallet
CCD1279,2025-11-28,Pune,CCD Beach Road,Fries,Food,1,171,171,Wallet
CCD1280,2025-12-06,Chennai,CCD IT Park,Fries,Food,5,167,835,Cash
CCD1281,2025-04-12,Visakhapatnam,CCD Airport,Espresso,Coffee,2,138,276,Cash
CCD1282,2025-09-29,Bengaluru,CCD Mall,Fries,Food,2,187,374,Cash
CCD1283,2025-05-27,Delhi,CCD Mall,Fries,Food,2,171,342,UPI
CCD1284,2025-07-14,Mumbai,CCD Airport,Sandwich,Food,1,237,237,Wallet
CCD1285,2025-11-01,Visakhapatnam,CCD IT Park,Cold Coffee,Beverage,5,206,1030,Wallet
CCD1286,2025-04-14,Hyderabad,CCD MG Road,Espresso,Coffee,2,151,302,UPI
CCD1287,2025-01-10,Delhi,CCD Beach Road,Espresso,Coffee,5,156,780,Cash
CCD1288,2025-11-30,Mumbai,CCD IT Park,Cold Coffee,Beverage,5,209,1045,UPI
CCD1289,2025-05-22,Delhi,CCD Airport,Tea,Beverage,3,116,348,Cash
CCD1290,2025-05-17,Hyderabad,CCD Airport,Tea,Beverage,1,139,139,Wallet
CCD1291,2025-10-29,Chennai,CCD Beach Road,Espresso,Coffee,1,137,137,Card
CCD1292,2025-10-16,Mumbai,CCD Airport,Brownie,Dessert,2,154,308,UPI
CCD1293,2025-06-05,Hyderabad,CCD Airport,Latte,Coffee,1,208,208,Card
CCD1294,2025-09-21,Visakhapatnam,CCD Mall,Latte,Coffee,1,208,208,UPI
